,Location,location,feature_class,latitude,longitude,Closest Ocean Basin,Distance to Nearest Ocean
1111,Terra Nova Bay,exact,H,-74.83333,164.5,20.0,37.064604898431234
1112,Chile,exact,A,-30.0,-71.0,13.0,73.46865591563588
1113,Galuga,exact,P,-6.23889,106.58222,11.0,30.422604469069626
1114,United Kingdom,exact,A,54.75844,-2.69531,3.0,31.366673964480654
1115,Bronte,exact,P,37.78863,14.83377,22.0,43.515920159132264
1116,Punta Galeta,exact,T,8.43806,-77.16224,11.0,37.780747734255236
1117,Narsaq,exact,P,60.91298,-46.05055,3.0,52.0256636733616
1118,Beirut,exact,P,33.89332,35.50157,22.0,43.735429724674816
1119,Mediterranean River Mignone,Mediterranean Sea,H,35.0,20.0,22.0,71.78085647499321
1120,Nizhny Novgorod,exact,P,56.32867,44.00205,3.0,36.07072505315649
1121,Callao,exact,P,-12.05659,-77.11814,13.0,64.43879689079871
1122,Froan,exact,P,63.4,13.21667,21.0,17.942820642303463
1123,Guangzhou city,Guangzhou,P,23.11667,113.25,9.0,49.6851542311382
1124,Canada,exact,A,60.10867,-113.64258,9.0,44.21700997635564
1125,"Maui, Hawai'i",Maui,T,20.77024,-156.26816,8.0,38.53570379586623
1126,Jembrana,exact,P,-8.36667,114.65,11.0,22.181348219921492
1127,Kepulauan Riau Province,Riau,A,0.5005,101.749,11.0,114.53513485295592
1128,Yellow River,exact,S,-3.88333,141.783,11.0,52.94309853234292
1129,Falkland,exact,P,56.25255,-3.20389,3.0,33.007530816358425
1130,Trisik Beaches,Trisik,P,-7.555,110.58417,11.0,11.11282225144263
1131,Apulia Region,Apúlia,P,41.48512,-8.76413,3.0,22.061418012643
1132,Cape Cope,exact,L,49.64992,-54.04811,3.0,36.600135688288645
1133,Sri Tujuh Beach,Samarinda,P,-0.49167,117.14583,11.0,118.83427611992711
1134,Balearic Basin,exact,U,37.5,1.5,22.0,0.0
1135,Posidonia,exact,P,37.95621,22.97024,22.0,65.44958146944353
1136,Coilia dussumieri,Collía,P,43.40916,-5.19018,3.0,26.97109283538309
1137,Salou,exact,P,41.07663,1.14163,22.0,55.79193792049725
1138,Tallo River,exact,H,43.91667,70.5,3.0,46.331590084988996
1139,Mediterranean basin,exact,L,35.78,19.33,22.0,34.718384990058425
1140,Cincinnati,exact,P,39.12711,-84.51439,3.0,41.48195308375
1141,Southern Indian Subtropical Gyre,Southern,A,22.24112,114.20769,9.0,41.61822993028382
1142,West Mediterranean Region,West,L,51.52604,-131.16073,8.0,23.65557562248955
1143,Ostional,exact,P,25.17015,-108.21683,9.0,46.42349988929855
1144,Krueng Aceh River,Phumĭ Kriĕng,P,12.62986,105.98435,9.0,54.51453991258481
1145,French Riviera,exact,L,43.2332,6.5918,22.0,30.58081759242702
1146,Gulf Finland,exact,T,42.2376,-70.78977,3.0,37.656741389610154
1147,West Greenland,exact,L,68.0,-52.0,21.0,59.29137164552287
1148,Mauritius Island,exact,T,-20.3,57.58333,18.0,23.87460993706374
1149,Nile Delta,exact,T,30.85,31.2,26.0,48.35063546853035
1150,Guanabara Bays,Guanabara,L,-20.79409,-51.21146,7.0,44.39345902670133
1151,Anzab Sulfa,Anzob,P,39.16074,68.81676,3.0,46.53334679630527
1152,South Bay,exact,H,45.90717,-89.45346,3.0,45.419252699353656
1153,Pattani Bay,exact,H,37.19178,26.7952,22.0,43.07623977037295
1154,North-Western Romania,North West,L,53.6,-2.5,3.0,11.119492664455889
1155,Ottawa River Watershed,Ottawa,P,45.41117,-75.69812,3.0,18.34022595057637
1156,Msimbazi River,exact,H,-6.8,39.26667,17.0,42.15338664871092
1157,Muskegon Lake,exact,H,43.23685,-86.2902,3.0,33.82017390159317
1158,Dalian,exact,P,38.91222,121.60222,9.0,46.68708132810498
1159,"Hengxian County, Nanning City, Guangxi Province",Heng Xian,A,22.77399,109.17119,9.0,45.46360369366358
1160,Qiantang River,exact,H,30.28702,120.26391,9.0,32.76599664087563
1161,Brisbane River,exact,H,-27.40201,153.15117,13.0,36.104185117415994
1162,Genoa,exact,L,47.80011,-82.16649,3.0,41.68588139123275
1163,Gulf Gabès,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
1164,Santa Marta,exact,P,11.24079,-74.19904,3.0,43.670876726005666
1165,Wadden Sea's,Waddān,P,29.1614,16.13904,3.0,51.40014778343588
1166,North Pacific Subtropical Convergence Zone,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
1167,Pemba,exact,P,-12.97395,40.51775,19.0,52.73598588492973
1168,Mandonga,exact,P,-3.96667,122.52639,11.0,51.973889051891575
1169,Blanes canyon,exact,U,41.48333,2.9,22.0,33.36781261682935
1170,TundaIsland,exact,T,11.59417,122.6575,9.0,20.10146668984632
1171,L. littorea,Provincia di Latina,A,41.45918,12.90102,22.0,33.714406050037795
1172,Salamina Island,exact,T,-7.44412,157.65469,10.0,18.15132527174703
1173,U. cordatus,Uracillo Centro,P,8.84755,-80.22002,11.0,49.40318625634607
1174,Gaskiers Formation,Gaskiers,P,46.8666,-53.61482,3.0,41.69441777450008
1175,Khanh Hoa,exact,A,12.33333,109.0,9.0,57.372734545923855
1176,Southern Africa,exact,L,-27.11781,22.28027,19.0,47.72162748839382
1177,East Coast,exact,L,37.02332,-77.36954,3.0,54.247216429097705
1178,Egypt,exact,P,40.6801,-75.52991,3.0,20.184834179720365
1179,Horuhoru Rock,Rock,A,17.99122,-77.33702,2.0,57.28338929481138
1180,western Arctic Ocean,Western,A,19.30833,-81.375,2.0,25.02200550299133
1181,Freidounkenar International Wetland,Internatsional,P,59.76667,47.78333,3.0,33.65883491144722
1182,California Current System,California,A,13.4375,-88.46356,9.0,7.989095958058082
1183,Brebes Regency,exact,A,-7.05,108.9,11.0,66.71078835095102
1184,Oslofjord,exact,H,59.34639,10.58972,3.0,17.818626316888437
1185,Central Maluku,Central,L,55.75383,37.6224,3.0,29.251884154669053
1186,Isla del Carmen,exact,T,37.89631,-122.35525,9.0,45.870993790661466
1187,Norway,exact,P,39.69612,-97.77393,3.0,32.03775186802837
1188,Tha Prachan,exact,S,17.56915,104.85167,9.0,38.07151323676252
1189,Butuan Bay,exact,H,9.06694,125.36056,11.0,50.526855302780255
1190,Heungnam,exact,P,34.96128,128.71261,9.0,54.84850792617402
1191,Purnama Village,exact,P,39.56788,-76.45774,3.0,8.372906229860991
1192,Adriatic Ionian Seas,Adriatik,P,40.81621,19.50052,22.0,35.16097511455796
1193,Tunis,exact,P,36.81897,10.16579,22.0,46.332445705796395
1194,AP,exact,P,-9.38417,124.66222,11.0,21.965907973286953
1195,La Rijana,exact,P,9.02848,-74.76348,5.0,59.87546831595009
1196,Liao Estuary,Li’ao,H,29.63128,121.52057,9.0,14.732613386673531
1197,Salvador,exact,P,-12.97563,-38.49096,7.0,52.89673033239095
1198,Espiritu Santo Island,exact,T,24.48052,-110.34429,9.0,15.904627452184013
1199,Paranaguá,exact,P,-25.51626,-48.52537,7.0,3.1227011458483784
1200,South Eleuthera,exact,A,24.80083,-76.18306,2.0,46.313084437567476
1201,Dharmasthala,exact,P,12.94792,75.38071,15.0,51.45959225364769
1202,North Sulawesi,exact,A,1.25,124.83333,10.0,46.32236176271989
1203,Lake Malawi,exact,H,-12.0,34.5,19.0,55.59746332227927
1204,Jinhae Bay,Jindae,P,37.6265,127.4243,9.0,15.56846456605138
1205,Corpus Christi Bay,exact,H,27.77225,-97.25277,3.0,38.85325268523341
1206,Athens,exact,P,37.98376,23.72784,22.0,57.40120606537575
1207,U.S.,exact,A,39.76,-98.5,16.0,26.686782395260543
1208,Hilo,exact,P,19.72991,-155.09073,8.0,49.91202454976063
1209,Cove beach,exact,P,43.92169,-77.17764,3.0,53.57204651543889
1210,Commonwealth Virginia,exact,A,37.54812,-77.44675,3.0,7.119179797360403
1211,Nizhnyaya Tunguska River,Nizhnyaya,P,62.05104,39.45663,3.0,49.972458887250376
1212,Concept Basin,Basin,P,46.27132,-112.26362,9.0,31.230008854009345
1213,Nairobi,exact,P,-1.28333,36.81667,17.0,42.65691716591078
1214,Chukchi Plateau,exact,U,78.0,-165.0,21.0,56.738054355303476
1215,Eastern Mediterranean Sea,exact,H,34.88593,22.36816,22.0,44.57412863801692
1216,Labrador,exact,L,22.61667,-79.85,3.0,38.210271555094494
1217,Mullus barbatus,Mullul’,L,10.77288,42.32579,26.0,35.821097994678254
1218,Arctic Canada,Arctic,L,75.58494,-43.94531,21.0,15.557355663974803
1219,Antarctic Weddell Sea,Antarctica,L,-78.15856,16.40626,20.0,38.02488817819223
1220,Portage,exact,P,41.97566,-112.23839,9.0,57.17190786540718
1221,Essential Habitat,Habitat,S,39.908,3.0841,10.0,36.896799354522166
1222,La Spezia,exact,P,44.103,9.82375,22.0,51.11252427934389
1223,North Maluku Province,exact,A,0.62621,127.84241,10.0,104.3522140059648
1224,Taiwan Strait,exact,H,24.0,119.0,9.0,75.23757710567963
1225,Western Arctic,Western,A,19.30833,-81.375,2.0,25.02200550299133
1226,Paraíba Sul River,Paraíba,A,-7.25,-36.5,5.0,27.798731661139545
1227,"""Great Pacific Garbage Patch""",Great River,H,18.44917,-77.99199,2.0,52.194348717644424
1228,Pacifi Ocean Gyre,Pačići,L,44.49621,18.75626,22.0,20.328958279833675
1229,Santos Estuarine System,Santos,P,-23.96083,-46.33361,7.0,53.96860980324246
1230,Ligurian,exact,A,44.5,8.83333,22.0,26.436327776061475
1231,Sal estuary,exact,H,38.45413,-8.78494,3.0,25.322933550163444
1232,Ladakh,exact,A,34.09712,77.34688,15.0,46.95441313120784
1233,Ma'an Archipelago,exact,T,0.0,120.0,11.0,175.81260775533102
1234,Mar Chiquita Reserve,Mar,P,63.525,118.99417,9.0,24.66457541262212
1235,Sunda Strait,exact,H,-6.04129,105.67771,11.0,54.657568687958154
1236,Sweden,exact,A,62.0,15.0,21.0,61.32829940707639
1237,Gianyar,exact,P,-8.5435,115.3272,11.0,19.608304978782634
1238,Straits Malacca,Straits,P,28.0566,-82.2973,3.0,53.14940339164898
1239,Gold Coast,exact,P,-28.00029,153.43088,13.0,55.97615750682688
1240,SACS,exact,S,-30.87527,-64.99289,7.0,62.94940116372722
1241,Eastern Caribbean,Eastern,A,19.31667,-81.13333,2.0,43.52406827164897
1242,Gulf Orosei,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
1243,karst,exact,P,51.22929,6.61883,3.0,31.2116120473833
1244,Baltic Sea,exact,H,56.0,18.0,24.0,63.60120918678821
1245,Saint Martin,exact,A,18.06667,-63.06667,2.0,66.44473422464205
1246,Llobregat,exact,H,41.34537,2.06955,22.0,39.79662374910207
1247,Treaty Area,exact,S,47.75073,-117.30633,9.0,31.431635515908408
1248,Pelagos,exact,P,37.52508,22.41987,22.0,7.597935418821593
1249,Shoaiba,exact,P,29.04111,48.1375,25.0,61.967768715416696
1250,Sargasso Sea,exact,H,30.0,-60.0,2.0,73.46865591563588
1251,Nuup Kangerlua,exact,H,64.5,-51.38333,3.0,5.585067929500232
1252,Adelaide,exact,P,-34.92866,138.59863,19.0,48.50983874890904
1253,GRE,exact,P,50.73901,4.69829,3.0,30.033631392088072
1254,South Australia,exact,A,-30.0,135.0,19.0,73.46865591563588
1255,Mongolia,exact,A,46.0,105.0,9.0,67.59553568997119
1256,Colon,exact,P,9.35451,-79.90011,5.0,46.77597504321519
1257,Golden Horn Estuary,Golden,P,39.75554,-105.2211,16.0,36.12894657970161
1258,Cilento,exact,T,40.33333,15.25,22.0,28.131904409674444
1259,Yangtze river,exact,H,31.76986,121.04664,9.0,52.36974201149076
1260,East Asian Seas,East,A,28.66242,77.29122,15.0,27.23550487507965
1261,Ronnas Bay,exact,H,35.61237,34.33773,22.0,19.277079816152906
1262,Lumpue,exact,P,-4.0567,119.6251,11.0,51.20737308767066
1263,Atlantic Canada,exact,H,29.97327,-93.93212,3.0,67.15748755696177
1264,Lagoon,exact,H,38.3295,-122.01289,9.0,46.48151588494198
1265,Samos Island,exact,T,37.73292,26.81186,22.0,37.75303599986168
1266,ofKelantan Bay,Bay,A,3.0,43.5,17.0,55.59746332227936
1267,Huanghe (Yellow) River delta,Huanghe,P,34.0218,104.95846,9.0,67.84213963127526
1268,Johor Singapore Straits,Johor,A,2.0,103.5,11.0,55.59746332227936
1269,Canadaway Creek,exact,H,42.477,-79.36838,3.0,11.091273991792486
1270,Bandengan Coast,Bandengan,P,-6.91667,110.2,11.0,56.958005094417935
1271,Southern Oceans,exact,H,-60.0,90.0,20.0,62.06564062208868
1272,Kilifi,exact,A,-3.563,39.644,17.0,17.44957038558915
1273,Hubei Province,exact,A,-9.33333,-77.16667,11.0,40.993603823415775
1274,Beaufort Sea,exact,H,72.6,-136.76,21.0,14.099766055343672
1275,Almus Dam Lake,Almus,P,40.37583,36.90444,23.0,36.90816084757356
1276,North Pacific gyre,exact,S,36.63448,-105.21667,9.0,29.391616590439863
1277,Shanghai Municipality,exact,A,31.16461,121.38988,9.0,38.732533745791
1278,Enseada Guarujá,Ensenada,P,31.87149,-116.60071,9.0,42.392687971010325
1279,Babolsar,exact,P,36.69929,52.65011,15.0,25.896599074176564
1280,Dhaka,exact,P,23.7104,90.40744,15.0,25.224774422763314
1281,Batam,exact,P,1.14937,104.02491,11.0,65.6455680243054
1282,Kuril,exact,L,42.46667,24.0,22.0,41.16876884190876
1283,GM bay,Granges-Marnand,S,46.75884,6.89429,22.0,41.65150544086904
1284,Josani,exact,P,47.00005,22.46382,3.0,55.65893455337706
1285,Aoshan Beach,Aoshan,P,29.30684,111.77407,9.0,34.14963222145741
1286,Roskilde Fjord,exact,H,55.93333,12.0,24.0,57.46684997443991
1287,Huila,exact,A,-14.69531,15.00014,7.0,58.00654606438929
1288,Pangkalpinang,exact,P,-2.12914,106.11377,11.0,59.514421306939155
1289,Xincun Lagoon Bay,Xincun,P,31.95173,118.93685,9.0,65.0395173183682
1290,Doha Bay,exact,P,55.18681,-132.26638,9.0,37.828612108241536
1291,Livorno,exact,P,43.54427,10.32615,22.0,14.856479135867719
1292,Tisza River,exact,H,26.2351,89.0,15.0,57.87039077191543
1293,Cádiz,exact,P,36.52672,-6.2891,3.0,19.08073979178808
1294,Lakes Baikal,exact,H,54.0,109.0,9.0,64.39068499205007
1295,Khyber Pakhtunkhwa province,exact,A,33.98306,71.68611,15.0,56.40305102194992
1296,Chongqing,exact,P,29.56026,106.55771,9.0,8.72199297014301
1297,Longyearbyen,exact,P,78.22334,15.64689,21.0,30.939121272187947
1298,Balearic Islands,exact,A,39.60992,3.02948,22.0,42.14999586238024
1299,Rio de la Plata estuary,Rio,P,38.29558,21.78504,22.0,33.67036707969706
1300,Seal Rocks,exact,T,-32.43215,152.53575,13.0,8.256480085600911
1301,Andaman Island,exact,A,10.75776,92.52136,14.0,28.756509614207477
1302,El Ninõ,exact,L,24.19726,-104.41667,9.0,34.705474647920056
1303,Tulikup,exact,T,-21.01667,29.6,19.0,54.7338000329472
1304,Atlantic inshore,Atlantic,P,43.5827,-65.34141,3.0,15.746823059337036
1305,Dorset,exact,L,50.80249,-2.3045,3.0,36.349815664997415
1306,Vaal,exact,P,-26.76667,27.95,19.0,53.66453890102448
1307,Gallipoli,exact,P,40.41028,26.67083,22.0,17.56256059271102
1308,Adriatic Sea,exact,H,43.0,16.0,22.0,68.78173352483853
1309,Taif,exact,P,21.27028,40.41583,26.0,26.98943819689238
1310,Sitio Pulo,exact,P,-23.98761,-50.43682,7.0,54.59977020169984
1311,Columbretes,exact,T,39.86667,0.66667,10.0,20.536473646601817
1312,Campania Coast,Campania,A,40.91056,14.92053,22.0,57.79856995031668
1313,Global South,Globel,P,45.76056,14.60028,22.0,30.00386626914433
1314,Red River Delta,exact,L,21.03498,105.8455,9.0,62.89227914233812
1315,Portugal,exact,A,39.6945,-8.13057,3.0,38.33603063170658
1316,Chabahar Bay,Shahrestān-e Chābahār,A,25.56832,61.21075,15.0,29.999517729348312
1317,Northern European Seas,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
1318,Xiangxi River,exact,H,29.434,113.13606,9.0,35.98945745408677
1319,Great Britain,exact,T,54.0,-2.0,3.0,64.39068499205027
1320,Echinadhes Gulf,Gulf Province,A,-7.7246,145.08545,11.0,52.06974232846808
1321,NW Mediterranean Sea,Now,P,34.3808,63.32949,15.0,20.49826675903946
1322,Stellwagen Bank,exact,U,42.33333,-70.25,3.0,27.652222978429236
1323,Frontier,exact,P,41.81411,-110.53711,9.0,35.0632409731777
1324,Long,exact,L,46.23336,-82.76656,3.0,36.019174940474564
1325,Hebei Province,Hebei,A,39.0,115.66667,9.0,57.419905110414426
1326,Northeastern Pacific,North Eastern Province,A,1.0,40.25,17.0,62.15685599977858
1327,Wushi,exact,P,40.25,113.6,9.0,29.060764408627627
1328,North Carolina,exact,A,35.50069,-80.00032,3.0,45.23361195531585
1329,Homa beach,exact,T,-40.75,147.95,19.0,47.06470845455229
1330,Jakarta,exact,P,-6.21462,106.84513,11.0,49.61534121631195
1331,Sundarban,exact,L,22.0,89.0,15.0,75.75582882509153
1332,Vigo,exact,P,42.23282,-8.72264,3.0,34.888363389491154
1333,SBR,exact,S,-9.37785,142.62443,11.0,19.255363958721354
1334,Bocas del Toro Group,Bocas,L,20.57889,-76.73,3.0,25.505064830847356
1335,Arctic Central Basin,Arctic,L,75.58494,-43.94531,21.0,15.557355663974803
1336,PedraBranca,exact,A,-7.46068,-38.07996,5.0,46.514763405654335
1337,St. Joseph Bay,exact,H,29.45133,-90.07341,3.0,41.6480165317593
1338,Great Britain's,exact,T,54.0,-2.0,3.0,64.39068499205027
1339,Valsequillo,exact,P,38.4,-5.35,3.0,17.154250766825868
1340,Southeast (SE) Asia,Southeast,L,10.75053,106.7505,9.0,39.05808720184786
1341,Vava'u archipelago,exact,T,63.23333,21.25,24.0,32.16441253271529
1342,Dardanelles,exact,L,45.56681,-76.64942,3.0,13.807391153503863
1343,East Antarctic,exact,L,-80.0,90.0,20.0,56.38855794616553
1344,North-East Atlantic,North East,L,55.29703,-1.7289,3.0,26.80065306173513
1345,Vancouver,exact,P,49.24966,-123.11934,9.0,39.17147091164143
1346,BC,exact,A,30.0,-115.0,9.0,73.46865591563588
1347,GOM,exact,S,-1.67081,29.23846,17.0,34.725379229207135
1348,Punta Rasa,exact,P,26.48786,-82.01231,3.0,48.552388906139186
1349,Bintaro,exact,P,-6.06944,106.42833,11.0,48.52699009897785
1350,Humboldt Current System,Humboldt,P,35.81979,-88.9159,3.0,51.732714219599764
1351,Sago River,exact,H,46.37445,-85.31038,3.0,20.15025432142706
1352,Talisei North,Talise,P,1.83344,125.06949,10.0,60.53374363264219
1353,Muscat,exact,P,23.58413,58.40778,15.0,13.262337117083703
1354,Mission-Aransas Estuary,Estuary,P,50.9334,-109.81746,9.0,53.12232582019387
1355,North Eastern Arabian Sea,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
1356,Juréia,exact,P,-21.28083,-46.36111,7.0,28.296836642956592
1357,Valparaiso Region,exact,S,41.46254,-87.04392,3.0,38.220964882075556
1358,Pisa,exact,P,43.70853,10.4036,22.0,24.45214333063462
1359,Nanji,exact,L,26.93425,117.33607,9.0,50.95763238322052
1360,Colombian Caribbean Coast,Colombia,A,4.0,-73.25,11.0,62.125665729478925
1361,Laboni point,exact,T,66.08384,-118.03657,21.0,50.701351229658584
1362,Sado,exact,L,41.28608,22.62513,22.0,25.976234367753435
1363,Mondego River,exact,H,18.46509,-77.92643,2.0,45.13831743790361
1364,Changdao,exact,P,34.20488,105.33651,9.0,36.0850770121164
1365,Faraday,exact,P,-37.05,144.3,19.0,53.07477017235602
1366,Wageningen,exact,P,51.97,5.66667,3.0,53.50703308344707
1367,River Panjkora,exact,H,9.35766,3.19714,5.0,36.79915884187964
1368,Galapagos,exact,A,-0.67015,-90.87341,10.0,101.18332689511209
1369,Cherok Paloh,Chéroy,P,48.20076,3.00011,3.0,49.71655842818343
1370,Pacific Ocean,exact,H,3.51342,-132.1875,10.0,34.71543941937686
1371,Belgian Continental Shelf,Belgium,A,50.75,4.5,3.0,27.798731661139367
1372,Lake Mahodand,Lake County,A,-44.83333,168.5,13.0,37.06460489843053
1373,Gibraltar,exact,P,36.14474,-5.35257,3.0,41.6527299185788
1374,Dongshan Beach,Dongshan,L,26.24215,118.19022,9.0,42.12461352308888
1375,Northern Chilean Patagonia,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
1376,Peru Basin,exact,U,-15.0,-85.0,12.0,77.25460981329987
1377,SE Asia,exact,L,29.63333,52.51667,25.0,14.913025434321495
1378,Andaman Sea,exact,H,10.0,95.0,14.0,78.00165893314876
1379,Faroe Island,exact,T,61.98285,-6.88293,21.0,57.3501846814223
1380,Great Siberian Rivers,Great River,H,18.44917,-77.99199,2.0,52.194348717644424
1381,Acropora sp,Acropara,L,-17.6911,168.2338,12.0,35.32184416776276
1382,Chongming Island,exact,T,31.61833,121.55333,9.0,14.094591106753217
1383,North Sardinia,Grande Região Norte,L,-4.0,-60.0,5.0,78.51852969413663
1384,North Pole,exact,P,47.90435,-116.74214,9.0,48.47552950466098
1385,Republic Korea,exact,A,36.5,127.75,9.0,22.346194890308176
1386,Mariana trench,exact,U,15.175,147.505,8.0,36.14232844482024
1387,Fernando de Noronha Island,exact,U,-3.0,-31.0,4.0,78.56335725160214
1388,NCP,exact,S,21.97343,88.21433,15.0,60.34822185990903
1389,Rana temporaria,Rana,A,66.31122,14.13996,21.0,26.408508230223664
1390,Bardeil,exact,P,20.95958,92.2069,15.0,59.503059208506926
1391,South Andaman Island,exact,T,11.83375,92.65354,14.0,40.70394732087322
1392,Bangka Belitung,exact,A,-2.66667,106.66667,11.0,26.196100435698085
1393,Salas y Gómez (,exact,T,-26.4722,-105.3619,12.0,14.087624065529432
1394,Manora,exact,L,25.44973,66.8963,15.0,40.17290945812313
1395,Port Reitz,exact,H,-4.05406,39.60222,17.0,50.86523670104801
1396,Cuiabá River,exact,H,-17.08333,-56.6,7.0,47.53246195343921
1397,Northern Southern Patagonian Ice Fields,Northern,L,-20.04022,145.93238,13.0,68.17525853743878
1398,Haizhou bay,exact,H,34.92417,119.31861,9.0,49.99480328438408
1399,Kota Kinabalu,exact,P,5.9749,116.0724,11.0,70.89872308434593
1400,African,exact,L,7.1881,21.09375,17.0,56.65744747134112
1401,SA,exact,P,12.32641,-1.85648,3.0,43.257447177865416
1402,Clyde Sea,Clyde,A,54.14875,-113.63384,9.0,40.0099370924389
1403,Malacca Jetty,Malacca,P,2.196,102.2405,11.0,44.42833114759357
1404,Boknafjorden,exact,H,59.16667,5.58333,3.0,37.36468000676062
1405,Middle Tisza,Middle,P,4.5272,-8.00455,5.0,55.00388567957267
1406,Thondi,exact,L,33.80504,70.76317,15.0,41.759454602200954
1407,Lake Bracciano,Lake County,A,-44.83333,168.5,13.0,37.06460489843053
1408,Qingdao,exact,P,36.06488,120.38042,9.0,49.556176292767695
1409,Gainesville,exact,P,29.65163,-82.32483,3.0,23.90067890399519
1410,Ain Sukhna,exact,P,29.60018,32.31671,26.0,20.938878017578972
1411,Western Equatorial Atlantic,Western,A,19.30833,-81.375,2.0,25.02200550299133
1412,Morjim,exact,P,15.63097,73.73903,15.0,29.456027929943698
1413,Rui’an,exact,P,27.77605,120.65859,9.0,34.442107484268035
1414,Hai Tien beach,Hai District Council,A,-3.2543,37.19123,17.0,43.83061012581251
1415,Aa River,exact,H,50.83833,2.20814,3.0,42.876311617728334
